id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
329,短翅樹鶯複合種,短翅樹鶯複合種,Horornis diphone/canturians,speciesComplex,,,B0426,815,nonbreeding
330,筒鳥,北方中杜鵑,Cuculus optatus,species,,,B0286,335,breed
331,紫壽帶,紫綬帶,Terpsiphone atrocaudata,species,,,B0459,426,breedLY
332,紫綬帶,紫綬帶,Terpsiphone atrocaudata,species,,,B0459,426,breedLY
333,紫嘯鶇,臺灣紫嘯鶇,Myophonus insularis,species,,,B0396,602,breed
334,紫鷺,紫鷺,Ardea purpurea,species,,,B0039,108,breed
335,絲光椋鳥,絲光椋鳥,Spodiopsar sericeus,species,,,B0488,659,nonbreeding
336,菜鴨,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,,,B0076_domestic,825,domestic
337,雲雀鷸,長趾濱鷸,Calidris subminuta,species,,,B0196,233,nonbreeding
338,黃小鷺,黃小鷺,Ixobrychus sinensis,species,,,B0056,103,breed
339,黃山雀,黃山雀,Machlolophus holsti,species,,,B0357,464,breed
340,黃羽鸚嘴,黃羽鸚嘴,Suthora verreauxi,species,,,B0352,553,breed
341,黃尾鴝,黃尾鴝,Phoenicurus auroreus,species,,,B0399,623,nonbreeding
342,黃足鷸,黃足鷸,Tringa brevipes,species,,,B0217,209,nonbreeding
343,黃眉柳鶯,黃眉柳鶯,Phylloscopus inornatus,species,,,B0437,506,nonbreeding
344,黃眉黃鶲指名亞種,黃眉黃鶲,Ficedula narcissina,species,,,B0450,612,nonbreeding
345,黃眉黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,,,B0471,819,nonbreeding
346,黃胸青鶲,黃胸青鶲,Ficedula hyperythra,species,,,B0448,615,breed
347,黃胸藪眉,黃胸藪眉,Liocichla steerii,species,,,B0371,576,breed
348,黃雀,黃雀,Spinus spinus,species,,,B0509,730,nonbreeding
349,黃腰柳鶯,黃腰柳鶯,Phylloscopus proregulus,species,,,B0438,504,nonbreeding
350,黃腹琉璃,黃腹琉璃,Niltava vivida,species,,,B0458,591,breed
351,黃腹鷚,黃腹鷚,Anthus rubescens,species,,,B0466,692,nonbreeding
352,黃嘴角鴞,黃嘴角鴞,Otus spilocephalus,species,,,B0299,339,breed
353,黃頭扇尾鶯,黃頭扇尾鶯,Cisticola exilis,species,,,B0429,543,breed
354,黃頭鶺鴒,黃頭鶺鴒,Motacilla citreola,species,,,B0470,679,nonbreeding
355,黃頭鷺,黃頭鷺,Bubulcus ibis,species,,,B0042,116,breed
356,黃鶺鴒,黃鶺鴒複合種,Motacilla flava/tschutschensis,speciesComplex,,,B0471,819,nonbreeding
357,黃鸝,黃鸝,Oriolus chinensis,species,,,B0337,416,breed
358,黑天鵝,黑天鵝(馴化),Cygnus melancoryphus (Domestic type),species,,,NA,820,domestic
359,黑天鵝(馴化),黑天鵝(馴化),Cygnus melancoryphus (Domestic type),species,,,NA,820,domestic
360,黑尾鷗,黑尾鷗,Larus crassirostris,species,,,B0245,281,nonbreeding
361,黑尾鷸,黑尾鷸,Limosa limosa,species,,,B0208,222,nonbreeding
362,黑枕藍鶲,黑枕藍鶲,Hypothymis azurea,species,,,B0453,425,breed
363,黑長尾雉,黑長尾雉,Syrmaticus mikado,species,,,B0152,48,breed
364,黑冠麻鷺,黑冠麻鷺,Gorsachius melanolophus,species,,,B0053,123,breed
365,黑面琵鷺,黑面琵鷺,Platalea minor,species,,,B0064,130,nonbreeding
366,黑翅山椒鳥,黑翅山椒鳥,Lalage melaschistos,species,,,B0329,404,nonbreeding
367,黑翅鳶,黑翅鳶,Elanus caeruleus,species,,,B0607,134,breed
368,黑喉噪眉,黑喉噪眉,Ianthocincla chinensis,species,,,B0610,572,introduced
369,黑喉鴝,黑喉鴝,Saxicola maurus,species,,,B0402,626,nonbreeding
370,黑腹燕鷗,黑腹燕鷗,Chlidonias hybrida,species,,,B0257,297,nonbreeding
371,黑腹濱鷸,黑腹濱鷸,Calidris alpina,species,,,B0191,237,nonbreeding
372,黑領椋鳥,黑領椋鳥,Gracupica nigricollis,species,,,B0484,656,breedKM
373,黑鳶,黑鳶,Milvus migrans,species,,,B0130,154,breed
374,黑嘴鷗,黑嘴鷗,Saundersilarus saundersi,species,,,B0249,271,nonbreeding
375,黑頭文鳥,黑頭文鳥,Lonchura atricapilla,species,,,B0501,744,breed
376,黑臉鵐,灰頭黑臉鵐,Emberiza spodocephala,species,,,B0532,716,nonbreeding
377,極北柳鶯,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,,eBird 2018,B0434,822,nonbreeding
378,極北柳鶯複合群,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,,eBird 2018,B0434,822,nonbreeding
379,極北柳鶯複合種,極北柳鶯複合種,Phylloscopus borealis/xanthodryas/examinandus,speciesComplex,,eBird 2018,B0434,822,nonbreeding
380,煤山雀,煤山雀,Periparus ater,species,,,B0356,458,breed
381,葡萄胸椋鳥,葡萄胸椋鳥,Acridotheres burmannicus,species,,,B0599,823,introduced
382,葵花鳳頭鸚鵡,葵花鳳頭鸚鵡,Cacatua galerita,species,,,B0557,824,introduced
383,蜂鷹,東方蜂鷹,Pernis ptilorhynchus,species,,,B0131,135,breed
384,裏海銀鷗,銀鷗,Larus argentatus,species,,,B0243,283,nonbreeding
385,裏海燕鷗,裏海燕鷗,Hydroprogne caspia,species,,,B0261,294,nonbreeding
386,跳鴴,跳鴴,Vanellus cinereus,species,,,B0185,193,nonbreeding
387,遊隼,遊隼,Falco peregrinus,species,,,B0138,390,breed
388,鉛色水鶇,鉛色水鶇,Phoenicurus fuliginosus,species,,,B0400,620,breed
389,熊鷹,熊鷹,Nisaetus nipalensis,species,,,B0133,139,breed
390,綠啄木,綠啄木,Picus canus,species,,,B0319,384,breed
391,綠啄花,綠啄花,Dicaeum minullum,species,,,B0497,666,breed
392,綠畫眉,綠畫眉,Erpornis zantholeuca,species,,,B0377,414,breed
393,綠鳩,綠鳩,Treron sieboldii,species,,,B0278,318,breed
394,綠簑鷺,綠簑鷺,Butorides striata,species,,,B0043,119,breed
395,綠頭鴨,綠頭鴨,Anas platyrhynchos,species,,,B0076,21,nonbreeding
396,綠頭鴨（畜養）,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,,,B0076_domestic,825,domestic
397,綠頭鴨(馴化),綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,,,B0076_domestic,825,domestic
398,綠繡眼,斯氏繡眼,Zosterops simplex,species,,,B0499,558,breed
399,緋秧雞,緋秧雞,Zapornia fusca,species,,,B0164,169,breed
400,翠鳥,翠鳥,Alcedo atthis,species,,,B0307,362,breed
401,翠翼鳩,翠翼鳩,Chalcophaps indica,species,,,B0267,315,breed
402,臺灣獼猴,臺灣獼猴,Macaca cyclopis,nonAves,,,NA,841,NA
403,蒙古鴴,蒙古鴴,Charadrius mongolus,species,,,B0183,194,nonbreeding
404,蒼眉蝗鶯,蒼眉蝗鶯,Locustella fasciolata,species,,,B0431,534,nonbreeding
405,蒼燕鷗,蒼燕鷗,Sterna sumatrana,species,,,B0260,299,breed
406,蒼鷹,蒼鷹,Accipiter gentilis,species,,,B0109,153,nonbreeding
407,蒼鷺,蒼鷺,Ardea cinerea,species,,,B0038,107,nonbreeding
408,遠東樹鶯,短翅樹鶯複合種,Horornis diphone/canturians,speciesComplex,,,B0426,815,nonbreeding
409,銀鷗,銀鷗,Larus argentatus,species,,,B0243,283,nonbreeding
410,領角鴞,領角鴞,Otus lettia,species,,,B0296,340,breed
411,鳳頭蒼鷹,鳳頭蒼鷹,Accipiter trivirgatus,species,,,B0113,148,breed
412,鳳頭潛鴨,鳳頭潛鴨,Aythya fuligula,species,,,B0087,34,nonbreeding
413,鳳頭燕鷗,鳳頭燕鷗,Thalasseus bergii,species,,,B0253,301,breed
414,寬嘴鶲,寬嘴鶲,Muscicapa dauurica,species,,,B0456,583,nonbreeding
415,寬嘴鷸,寬嘴鷸,Calidris falcinellus,species,,,B0205,228,nonbreeding
416,樣點刪除,樣點刪除,No survey,NA,,,NOSURVEY,854,NA
417,歐亞雲雀,歐亞雲雀,Alauda arvensis,species,,,B0654,444,nonbreeding
418,歐洲椋鳥,歐洲椋鳥,Sturnus vulgaris,species,,,B0490,652,nonbreeding
419,褐色柳鶯,褐色柳鶯,Phylloscopus fuscatus,species,,,B0436,499,nonbreeding
420,褐林鴞,褐林鴞,Strix leptogrammica,species,,,B0301,346,breed
421,褐頭花翼,褐頭花翼,Fulvetta formosana,species,,,B0364,551,breed
422,褐頭鷦鶯,褐頭鷦鶯,Prinia inornata,species,,,B0442,546,breed
423,褐鷹鴞,褐鷹鴞,Ninox japonica,species,,,B0295,350,breed
424,褐鷽,褐鷽,Pyrrhula nipalensis,species,,,B0517,722,breed
425,輝椋鳥,亞洲輝椋鳥,Aplonis panayensis,species,,,B0483,651,introduced
426,銹鵐,鏽鵐,Emberiza rutila,species,,,B0530,712,nonbreeding
427,噪犀鳥,噪犀鳥,Bycanistes bucinator,species,,,NA,831,introduced
428,噪鵑,噪鵑,Eudynamys scolopaceus,species,,,B0288,324,breed
429,樹鵲,樹鵲,Dendrocitta formosae,species,,,B0347,432,breed
430,樹鷚,樹鷚,Anthus hodgsoni,species,,,B0464,688,nonbreeding
431,橙頰梅花雀,橙頰梅花雀,Estrilda melpoda,species,,,B0584,740,introduced
432,橫斑梅花雀,橫斑梅花雀,Estrilda astrild,species,,,B0507,832,introduced
433,燕鴴,燕鴴,Glareola maldivarum,species,,,B0238,258,breed
434,燕鷗,燕鷗,Sterna hirundo,species,,,B0256,300,nonbreeding
435,蕃鴨,疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,,,NA,814,domestic
436,頭烏線,頭烏線,Schoeniparus brunneus,species,,,B0363,565,breed
437,鴛鴦,鴛鴦,Aix galericulata,species,,,B0068,16,breed
438,鴛鴦(馴化),鴛鴦(馴化),Aix galericulata (Domestic type),species,,,NA,834,domestic
439,戴勝,戴勝,Upupa epops,species,,,B0314,377,nonbreeding
440,環頸雉,環頸雉,Phasianus colchicus,species,,,B0151,49,breed
441,環頸鴴,環頸鴴,Charadrius hiaticula,species,,,B0181,197,nonbreeding
442,磯鷸,磯鷸,Actitis hypoleucos,species,,,B0221,207,nonbreeding
443,鴻雁,鴻雁,Anser cygnoides,species,,,B0082,3,nonbreeding
444,鵂鶹,鵂鶹,Glaucidium brodiei,species,,,B0293,344,breed
445,繡眼畫眉,繡眼畫眉,Alcippe morrisonia,species,,,B0365,567,breed
446,翻石鷸,翻石鷸,Arenaria interpres,species,,,B0189,224,nonbreeding
447,藍尾鴝,藍尾鴝,Tarsiger cyanurus,species,,,B0403,607,nonbreeding
448,藍腹鷴,藍腹鷴,Lophura swinhoii,species,,,B0150,50,breed
449,藍磯鶇,藍磯鶇,Monticola solitarius,species,,,B0394,625,breed
450,雜頭翁,雜頭翁,Pycnonotus taivanus x sinensis,speciesHybrid,,,B0382_hybrid,835,breed
451,雞,雞,Gallus gallus (Domestic type),species,,,NA,833,domestic
452,雞(圈養),雞,Gallus gallus (Domestic type),species,,,NA,833,domestic
453,鵝,家鵝(馴化),Anser sp. (Domestic type),genus,,,NA,779,domestic
454,鵟,東方鵟,Buteo japonicus,species,,,B0119,159,nonbreeding
455,藪鳥,黃胸藪眉,Liocichla steerii,species,,,B0371,576,breed
456,鵲鴝,鵲鴝,Copsychus saularis,species,,,B0388,585,breedKM
457,蘭嶼角鴞,蘭嶼角鴞,Otus elegans,species,,,B0298,341,breedLY
458,鐵嘴鴴,鐵嘴鴴,Charadrius leschenaultii,species,,,B0182,195,nonbreeding
459,鶴鷸,鶴鷸,Tringa erythropus,species,,,B0218,211,nonbreeding
460,彎嘴濱鷸,彎嘴濱鷸,Calidris ferruginea,species,,,B0193,231,nonbreeding
461,鱗胸鷦鷯,臺灣鷦眉,Pnoepyga formosana,species,,,B0372,487,breed
462,鷦鷯,鷦鷯,Troglodytes troglodytes,species,,,B0386,472,breed
463,鷹斑鷸,鷹斑鷸,Tringa glareola,species,,,B0219,216,nonbreeding
464,鷹鵑,鷹鵑,Hierococcyx sparverioides,species,,,B0287,329,breed
465,鸕鷀,鸕鷀,Phalacrocorax carbo,species,,,B0032,97,nonbreeding
466,朱頸斑鳩,珠頸斑鳩,Streptopelia chinensis,species,key_in_error,名錄對照_大肚溪.xlsx(20170927),B0273,312,breed
467,錦鸲,棕扇尾鶯,Cisticola juncidis,species,,名錄對照_大肚溪.xlsx(20170928),B0430,542,breed
468,斑鳩,鳩鴿科,Columbidae,family,,名錄對照_大肚溪.xlsx(20170929),NA,305,NA
469,白赤黑燕鷗,白翅黑燕鷗,Chlidonias leucopterus,species,,名錄對照_大肚溪.xlsx(20170930),B0258,296,nonbreeding
470,禾犀鷸,紅胸濱鷸,Calidris ruficollis,species,,名錄對照_大肚溪.xlsx(20170931),B0195,235,nonbreeding
471,濱鷸,黑腹濱鷸,Calidris alpina,species,,名錄對照_大肚溪.xlsx(20170932),B0191,237,nonbreeding
472,滸鷸,彎嘴濱鷸,Calidris ferruginea,species,,名錄對照_大肚溪.xlsx(20170933),B0193,231,nonbreeding
473,鳩珠頸,珠頸斑鳩,Streptopelia chinensis,species,,名錄對照_大肚溪.xlsx(20170934),B0273,312,breed
474,小鸊鷈,小鸊鷉,Tachybaptus ruficollis,species,,名錄對照_大肚溪.xlsx(20170935),B0007,58,breed
475,丹氏禾犀鷸,丹氏濱鷸,Calidris temminckii,species,,名錄對照_大肚溪.xlsx(20170936),B0197,232,nonbreeding
476,黦鷸,黦鷸,Numenius madagascariensis,species,,名錄對照_大肚溪.xlsx(20170937),B0211,220,nonbreeding
477,魚狗(翠鳥),翠鳥,Alcedo atthis,species,,名錄對照_大肚溪.xlsx(20170938),B0307,362,breed
478,南洋八哥,八哥屬(黑八哥類),Acridotheres sp. (black myna sp.),genus,unknown common name,名錄對照_大肚溪.xlsx(20170939),NA,756,NA
479,尖尾鷸,尖尾濱鷸,Calidris acuminata,species,,名錄對照_大肚溪.xlsx(20170940),B0190,229,nonbreeding
480,諸曼氏青足鷸,諾氏鷸,Tringa guttifer,species,,名錄對照_大肚溪.xlsx(20170941),B0220,213,nonbreeding
481,小杓鷸,小杓鷸,Numenius minutus,species,,名錄對照_大肚溪.xlsx(20170942),B0212,218,nonbreeding
482,灰面鳩,灰面鵟鷹,Butastur indicus,species,,名錄對照_大肚溪.xlsx(20170943),B0118,144,nonbreeding
483,朱頸斑鳩(鳩珠頸),珠頸斑鳩,Streptopelia chinensis,species,,名錄對照_大肚溪.xlsx(20170944),B0273,312,breed
484,埃及聖鹮(神聖朱鷺),埃及聖䴉,Threskiornis aethiopicus,species,,名錄對照_大肚溪.xlsx(20170945),B0066,126,introduced
485,紅領瓣足鷸,紅領瓣足鷸,Phalaropus lobatus,species,,名錄對照_大肚溪.xlsx(20170946),B0237,251,nonbreeding
486,黃頭鷺(牛背鷺),黃頭鷺,Bubulcus ibis,species,,名錄對照_大肚溪.xlsx(20170947),B0042,116,breed
487,樹鹨,樹鷚,Anthus hodgsoni,species,,名錄對照_大肚溪.xlsx(20170949),B0464,688,nonbreeding
488,雲雀,百靈科,Alaudidae,family,,名錄對照_大肚溪.xlsx(20170950),NA,441,NA
489,老鷹,黑鳶,Milvus migrans,species,,名錄對照_大肚溪.xlsx(20170951),B0130,154,breed
490,灰澤鵟,灰澤鵟,Circus cyaneus,species,,名錄對照_大肚溪.xlsx(20170952),B0123,146,nonbreeding
491,褐頭鷦,褐頭鷦鶯,Prinia inornata,species,,名錄對照_大肚溪.xlsx(20170953),B0442,546,breed
492,赤頸鳧,赤頸鴨,Mareca penelope,species,,名錄對照_大肚溪.xlsx(20170954),B0075,19,nonbreeding
493,鈴鴨,斑背潛鴨,Aythya marila,species,,名錄對照_大肚溪.xlsx(20170955),B0088,35,nonbreeding
494,裡海燕鷗,裏海燕鷗,Hydroprogne caspia,species,,名錄對照_大肚溪.xlsx(20170956),B0261,294,nonbreeding
495,蒙古鐵嘴鴴,蒙古/鐵嘴鴴,Charadrius mongolus/leschenaultii,speciesComplex,,名錄對照_大肚溪.xlsx(20170957),NA,826,nonbreeding
496,澤鳧,鳳頭潛鴨,Aythya fuligula,species,,名錄對照_大肚溪.xlsx(20170958),B0087,34,nonbreeding
497,三趾鹬,三趾濱鷸,Calidris alba,species,,名錄對照_大肚溪.xlsx(20170959),B0199,236,nonbreeding
498,黑脊鷗,銀鷗,Larus argentatus,species,,名錄對照_大肚溪.xlsx(20170960),B0243,283,nonbreeding
499,巴鴨,巴鴨,Sibirionetta formosa,species,,名錄對照_大肚溪.xlsx(20170961),B0073,27,nonbreeding
500,灰瓣足鹬,灰瓣足鷸,Phalaropus fulicarius,species,,名錄對照_大肚溪.xlsx(20170962),B0236,252,nonbreeding
501,赤喉鹨,赤喉鷚,Anthus cervinus,species,,名錄對照_大肚溪.xlsx(20170963),B0462,690,nonbreeding
502,小水鹨,黃腹鷚,Anthus rubescens,species,species split,名錄對照_大肚溪.xlsx(20170964),B0466,692,nonbreeding
503,花鳬,花鳧,Tadorna tadorna,species,,名錄對照_大肚溪.xlsx(20170965),B0107,14,nonbreeding
504,澤鵟,東方澤鵟,Circus spilonotus,species,,名錄對照_大肚溪.xlsx(20170966),B0122,145,nonbreeding
505,大花鹨,大花鷚,Anthus richardi,species,,名錄對照_大肚溪.xlsx(20170967),B0465,683,nonbreeding
506,大黑脊鷗,灰背鷗,Larus schistisagus,species,,名錄對照_大肚溪.xlsx(20170968),B0250,285,nonbreeding
507,大葦鶯,東方大葦鶯,Acrocephalus orientalis,species,,名錄對照_大肚溪.xlsx(20170969),B0422,532,nonbreeding
508,綠長尾鸚鵡,鸚鵡科,Psittacidae sp.,family,,名錄對照_大肚溪.xlsx(20170970),NA,755,introduced
509,赤頸鳧(鴨),赤頸鴨,Mareca penelope,species,,名錄對照_大肚溪.xlsx(20170971),B0075,19,nonbreeding
510,姥鷸,大濱鷸,Calidris tenuirostris,species,,名錄對照_大肚溪.xlsx(20170972),B0198,225,nonbreeding
511,漂鷸,紅腹濱鷸,Calidris canutus,species,,名錄對照_大肚溪.xlsx(20170973),B0192,226,nonbreeding
512,沼鷺(池鷺),池鷺,Ardeola bacchus,species,,名錄對照_大肚溪.xlsx(20170974),B0040,117,nonbreeding
513,半蹼鷸,半蹼鷸,Limnodromus semipalmatus,species,,名錄對照_大肚溪.xlsx(20170975),B0206,243,nonbreeding
514,冠水雞,紅冠水雞,Gallinula chloropus,species,,名錄對照_大肚溪.xlsx(20170976),B0162,175,breed
515,野鸲,野鴝,Calliope calliope,species,,名錄對照_大肚溪.xlsx(20170977),B0393,605,nonbreeding
516,董雞,董雞,Gallicrex cinerea,species,,名錄對照_大肚溪.xlsx(20170978),B0161,173,breed
517,灰領瓣足鹬,灰瓣足鷸,Phalaropus fulicarius,species,,名錄對照_大肚溪.xlsx(20170979),B0236,252,nonbreeding
518,秧雞,東亞秧雞,Rallus indicus,species,,名錄對照_大肚溪.xlsx(20170980),B0168,165,nonbreeding
519,埃及聖鹮(神聖朱鷺、埃及朱鷺),埃及聖䴉,Threskiornis aethiopicus,species,,名錄對照_大肚溪.xlsx(20170982),B0066,126,introduced
520,白頭錦鸲,黃頭扇尾鶯,Cisticola exilis,species,,名錄對照_大肚溪.xlsx(20170983),B0429,543,breed
521,鷗嘴燕鷗,鷗嘴燕鷗,Gelochelidon nilotica,species,,名錄對照_大肚溪.xlsx(20170984),B0259,293,nonbreeding
522,"磯鷸

黃足鷸",鷸科,Scolopacidae,family,,名錄對照_大肚溪.xlsx(20170985),NA,205,NA
523,黑頭(栗腹)文鳥,黑頭文鳥,Lonchura atricapilla,species,,名錄對照_大肚溪.xlsx(20170986),B0501,744,breed
524,朱頂雀,普通朱頂雀,Acanthis flammea,species,,名錄對照_大肚溪.xlsx(20170987),B0521,729,nonbreeding
525,小辫鴴,小辮鴴,Vanellus vanellus,species,,名錄對照_大肚溪.xlsx(20170988),B0188,192,nonbreeding
526,翠鳥(魚狗),翠鳥,Alcedo atthis,species,,名錄對照_大肚溪.xlsx(20170990),B0307,362,breed
527,埃及白環,埃及聖䴉,Threskiornis aethiopicus,species,,名錄對照_大肚溪.xlsx(20170991),B0066,126,introduced
528,東方鴴,東方環頸鴴,Charadrius alexandrinus,species,,名錄對照_大肚溪.xlsx(20170992),B0178,196,breed
529,諾氏鷸(諸曼氏青足鷸),諾氏鷸,Tringa guttifer,species,,名錄對照_大肚溪.xlsx(20170993),B0220,213,nonbreeding
530,小型鷸鴴科,鴴形目,Charadriiformes sp.,order,,名錄對照_大肚溪.xlsx(20171031),NA,746,NA
531,褐頭(台灣)鷦鶯,褐頭鷦鶯,Prinia inornata,species,,名錄對照_大肚溪.xlsx(20171034),B0442,546,breed
532,水鴨,雁鴨科,Anatidae,family,,名錄對照_大肚溪.xlsx(20171036),NA,1,NA
533,磯雁,紅頭潛鴨,Aythya ferina,species,,名錄對照_大肚溪.xlsx(20171054),B0086,31,nonbreeding
534,埃及朱鷺(聖環),埃及聖䴉,Threskiornis aethiopicus,species,,名錄對照_大肚溪.xlsx(20171061),B0066,126,introduced
535,金鵐,金鵐,Emberiza aureola,species,,名錄對照_大肚溪.xlsx(20171066),B0522,711,nonbreeding
536,黑喉鸲,黑喉鴝,Saxicola maurus,species,,名錄對照_大肚溪.xlsx(20171068),B0402,626,nonbreeding
537,埃及白環(埃及朱鷺),埃及聖䴉,Threskiornis aethiopicus,species,,名錄對照_大肚溪.xlsx(20171070),B0066,126,introduced
538,樹麻雀,麻雀,Passer montanus,species,,名錄對照_大肚溪.xlsx(20171085),B0537,738,breed
539,蘆鵐,蘆鵐,Emberiza schoeniclus,species,,名錄對照_大肚溪.xlsx(20171089),B0531,719,nonbreeding
540,文鳥,梅花雀科,Estrildidae,family,,名錄對照_大肚溪.xlsx(20171090),NA,739,NA
541,黃眉鵐,黃眉鵐,Emberiza chrysophrys,species,,名錄對照_大肚溪.xlsx(20171092),B0524,707,nonbreeding
542,黃尾鸲,黃尾鴝,Phoenicurus auroreus,species,,名錄對照_大肚溪.xlsx(20171095),B0399,623,nonbreeding
543,池鷺(沼鷺),池鷺,Ardeola bacchus,species,,名錄對照_大肚溪.xlsx(20171096),B0040,117,nonbreeding
544,小鷸,小鷸,Lymnocryptes minimus,species,,名錄對照_大肚溪.xlsx(20171098),B0209,244,nonbreeding
545,紅胸鴴,東方紅胸鴴,Charadrius veredus,species,,名錄對照_大肚溪.xlsx(20171101),B0179,200,nonbreeding
546,噪林鳥,灰背椋鳥,Sturnia sinensis,species,,名錄對照_大肚溪.xlsx(20171102),B0487,657,nonbreeding
547,紅鳩、朱頸斑鳩(鳩珠頸、斑鳩),鳩鴿科,Columbidae,family,,名錄對照_大肚溪.xlsx(20171105),NA,305,NA
548,針尾鷸,針尾鷸,Gallinago stenura,species,,名錄對照_大肚溪.xlsx(20171108),B0204,247,nonbreeding
549,小秧雞,小秧雞,Zapornia pusilla,species,,名錄對照_大肚溪.xlsx(20171109),B0165,172,nonbreeding
550,家(眼鏡)八哥,家八哥,Acridotheres tristis,species,,名錄對照_大肚溪.xlsx(20171110),B0482,661,introduced
551,黑頭翡翠,黑頭翡翠,Halcyon pileata,species,,名錄對照_大肚溪.xlsx(20171111),B0309,366,nonbreeding
552,磯雁(紅頭潛鴨),紅頭潛鴨,Aythya ferina,species,,名錄對照_大肚溪.xlsx(20171112),B0086,31,nonbreeding
553,黑頸鸊鷉,黑頸鸊鷉,Podiceps nigricollis,species,,名錄對照_大肚溪.xlsx(20171113),B0006,62,nonbreeding
554,錦鸲(棕扇尾鶯),棕扇尾鶯,Cisticola juncidis,species,,名錄對照_大肚溪.xlsx(20171114),B0430,542,breed
555,小鵪鶉,小鵪鶉,Synoicus chinensis,species,,名錄對照_大肚溪.xlsx(20171115),B0148,44,breed
556,鵪鶉,鵪鶉,Coturnix japonica,species,,名錄對照_大肚溪.xlsx(20171116),B0149,45,nonbreeding
557,鴨子,雁鴨科,Anatidae,family,,名錄對照_大肚溪.xlsx(20171117),NA,1,NA
558,鵐,鵐科,Emberizidae,family,,名錄對照_大肚溪.xlsx(20171118),NA,699,NA
559,鹬鴴,鴴形目,Charadriiformes sp.,order,,名錄對照_大肚溪.xlsx(20171119),NA,746,NA
560,椋鳥,八哥科,Sturnidae,family,,名錄對照_大肚溪.xlsx(20171120),NA,650,NA
561,鷸鴴,鴴形目,Charadriiformes sp.,order,,名錄對照_大肚溪.xlsx(20171121),NA,746,NA
562,楔尾伯勞,楔尾伯勞,Lanius sphenocercus,species,,名錄對照_大肚溪.xlsx(20171122),B0479,412,nonbreeding
563,白尾熱帶鳥,白尾熱帶鳥,Phaethon lepturus,species,,名錄對照_大肚溪.xlsx(20171123),B0024,82,nonbreeding
564,短耳鴞,短耳鴞,Asio flammeus,species,,名錄對照_大肚溪.xlsx(20171124),B0291,349,nonbreeding
565,白鸚鵡,鳳頭鸚鵡科,Cacatuidae sp.,family,,名錄對照_大肚溪.xlsx(20171125),NA,752,introduced
566,白鸚鵡(雪衣娘),鳳頭鸚鵡科,Cacatuidae sp.,family,,名錄對照_大肚溪.xlsx(20171126),NA,752,introduced
567,海鷗,歐亞海鷗,Larus canus,species,,名錄對照_大肚溪.xlsx(20171127),B0244,282,nonbreeding
568,白頭(黑領、鳥領)椋鳥,黑領椋鳥,Gracupica nigricollis,species,,名錄對照_大肚溪.xlsx(20171128),B0484,656,breedKM
569,綠鸚鵡,鸚鵡科,Psittacidae sp.,family,,名錄對照_大肚溪.xlsx(20171129),NA,755,introduced
570,椋鳥(黃眼圈),家八哥,Acridotheres tristis,species,,名錄對照_大肚溪.xlsx(20171130),B0482,661,introduced
571,似灰椋鳥,八哥科,Sturnidae,family,,名錄對照_大肚溪.xlsx(20171131),NA,650,NA
572,野鴨,雁鴨科,Anatidae,family,,名錄對照_大肚溪.xlsx(20171132),NA,1,NA
573,雀鹰(松雀鷹),松雀鷹,Accipiter virgatus,species,,名錄對照_大肚溪.xlsx(20171133),B0111,151,breed
574,隼,遊隼,Falco peregrinus,species,,名錄對照_大肚溪.xlsx(20171134),B0138,390,breed
575,眼綠繡,斯氏繡眼,Zosterops simplex,species,,名錄對照_大肚溪.xlsx(20171135),B0499,558,breed
576,諾氏鷸(諾曼氏青足鷸),諾氏鷸,Tringa guttifer,species,,名錄對照_大肚溪.xlsx(20171136),B0220,213,nonbreeding
577,黃足鹬,黃足鷸,Tringa brevipes,species,,名錄對照_大肚溪.xlsx(20171137),B0217,209,nonbreeding
578,番石鷸,翻石鷸,Arenaria interpres,species,,名錄對照_大肚溪.xlsx(20171138),B0189,224,nonbreeding
579,禾犀鷗,紅胸濱鷸,Calidris ruficollis,species,,名錄對照_大肚溪.xlsx(20171139),B0195,235,nonbreeding
580,白脊鴒,白鶺鴒,Motacilla alba,species,,名錄對照_大肚溪.xlsx(20171140),B0468,681,breed
581,灰脊鴒,灰鶺鴒,Motacilla cinerea,species,,名錄對照_大肚溪.xlsx(20171141),B0469,680,nonbreeding
582,鐵嘴鷸,鐵嘴鴴,Charadrius leschenaultii,species,,名錄對照_大肚溪.xlsx(20171142),B0182,195,nonbreeding
583,錦鴝,棕扇尾鶯,Cisticola juncidis,species,,名錄對照_大肚溪.xlsx(20171143),B0430,542,breed
584,大黑鶺鷗,灰背鷗,Larus schistisagus,species,,名錄對照_大肚溪.xlsx(20171144),B0250,285,nonbreeding
585,白頭錦鴝,黃頭扇尾鶯,Cisticola exilis,species,,名錄對照_大肚溪.xlsx(20171146),B0429,543,breed
